Passenger_ID,age,gender,income_level,frequent_flyer_status,satisfaction_segment,total_flights,total_no_shows,no_show_rate,avg_satisfaction,avg_price_paid,total_delay_minutes,preferred_class,preferred_checkin,primary_travel_purpose,preferred_airline
P9094,62,Female,Low,Non-Member,Satisfied,1,0,0.0,7.2,375.46,6.0,Economy,Airport Kiosk,Emergency,American Airlines
P9095,73,Female,Low,Non-Member,Neutral,1,0,0.0,5.1,514.43,1.0,Economy,Airport Kiosk,Emergency,Delta
P9096,55,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.2,522.68,4.0,Premium Economy,Online,Leisure,American Airlines
P9097,63,Male,Low,Platinum,Dissatisfied,1,0,0.0,4.6,265.75,5.0,Premium Economy,Desk,Emergency,United
P9098,73,Female,Medium,Non-Member,Neutral,1,0,0.0,6.0,341.71,20.0,Business,Mobile App,Emergency,Delta
P9099,69,Male,Low,Non-Member,Neutral,1,0,0.0,6.1,276.17,7.0,Economy,Online,Emergency,JetBlue
P91,40,Female,Medium,Platinum,Dissatisfied,1,0,0.0,4.8,286.77,4.0,Economy,Mobile App,Emergency,Southwest
P910,56,Male,High,Non-Member,Highly Satisfied,1,0,0.0,8.7,262.67,9.0,Economy,Mobile App,Family,Delta
P9100,32,Male,Medium,Silver,Neutral,1,0,0.0,5.7,334.28,11.0,Premium Economy,Mobile App,Emergency,American Airlines
P9101,53,Male,Medium,Gold,Neutral,1,0,0.0,6.1,327.45,1.0,Economy,Airport Kiosk,Business,JetBlue
P9102,37,Male,Medium,Silver,Satisfied,1,0,0.0,6.7,517.15,26.0,Economy,Airport Kiosk,Leisure,Delta
P9103,25,Male,Medium,Gold,Neutral,1,0,0.0,5.9,383.66,5.0,Economy,Online,Family,American Airlines
P9104,56,Male,Low,Silver,Satisfied,1,0,0.0,6.9,448.52,2.0,Premium Economy,Desk,Family,JetBlue
P9105,49,Female,Medium,Non-Member,Neutral,1,0,0.0,6.4,302.42,25.0,Economy,Online,Leisure,JetBlue
P9106,30,Male,Low,Non-Member,Highly Satisfied,1,0,0.0,9.6,366.99,9.0,Premium Economy,Online,Family,Southwest
P9107,31,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.3,476.59,1.0,Economy,Desk,Family,Southwest
P9108,61,Male,Medium,Gold,Satisfied,1,0,0.0,6.9,470.76,4.0,Economy,Mobile App,Emergency,JetBlue
P9109,79,Male,Low,Silver,Satisfied,1,0,0.0,7.1,506.21,36.0,Economy,Online,Emergency,American Airlines
P911,75,Male,Low,Silver,Satisfied,1,0,0.0,6.9,316.22,10.0,Premium Economy,Desk,Family,United
P9110,51,Male,Medium,Platinum,Satisfied,1,0,0.0,7.3,359.8,6.0,Economy,Desk,Family,Delta
P9111,59,Male,High,Platinum,Satisfied,1,0,0.0,7.0,364.43,2.0,Economy,Airport Kiosk,Business,Southwest
P9112,65,Female,Low,Non-Member,Highly Satisfied,1,0,0.0,8.4,275.8,5.0,Economy,Airport Kiosk,Leisure,Southwest
P9113,26,Male,Low,Non-Member,Neutral,1,0,0.0,5.0,276.87,2.0,Economy,Mobile App,Leisure,Southwest
P9114,46,Female,Low,Platinum,Highly Satisfied,1,0,0.0,9.8,203.08,1.0,Economy,Mobile App,Emergency,JetBlue
P9115,20,Male,Low,Non-Member,Neutral,1,0,0.0,5.7,237.61,12.0,Business,Desk,Emergency,Southwest
P9116,72,Male,High,Silver,Satisfied,1,0,0.0,7.8,166.32,8.0,Economy,Desk,Family,Southwest
P9117,30,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.7,407.31,4.0,Premium Economy,Mobile App,Business,JetBlue
P9118,54,Male,Low,Non-Member,Neutral,1,0,0.0,6.3,489.43,21.0,Economy,Desk,Family,Delta
P9119,37,Male,Medium,Gold,Highly Satisfied,1,0,0.0,8.7,388.0,1.0,Economy,Online,Family,United
P912,23,Male,High,Platinum,Satisfied,1,0,0.0,7.5,123.3,7.0,First,Airport Kiosk,Business,JetBlue
P9120,62,Male,High,Non-Member,Highly Satisfied,1,0,0.0,9.6,235.31,7.0,Economy,Online,Business,JetBlue
P9121,53,Male,High,Platinum,Highly Satisfied,1,0,0.0,8.0,381.62,4.0,Business,Mobile App,Family,Southwest
P9122,70,Female,Low,Non-Member,Highly Satisfied,1,0,0.0,8.0,441.5,11.0,Economy,Airport Kiosk,Business,American Airlines
P9123,41,Male,Medium,Platinum,Satisfied,1,0,0.0,7.6,385.02,31.0,Premium Economy,Mobile App,Leisure,JetBlue
P9124,64,Female,High,Silver,Satisfied,1,0,0.0,6.5,434.0,1.0,Business,Desk,Emergency,JetBlue
P9125,48,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.7,424.69,5.0,First,Online,Business,JetBlue
P9126,37,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,9.3,443.06,4.0,Business,Desk,Family,JetBlue
P9127,58,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.8,448.34,1.0,Premium Economy,Airport Kiosk,Family,American Airlines
P9128,33,Female,Medium,Silver,Satisfied,1,0,0.0,7.9,231.32,6.0,Economy,Online,Emergency,JetBlue
P9129,73,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.2,343.04,3.0,Business,Airport Kiosk,Family,JetBlue
P913,47,Female,Low,Gold,Neutral,1,0,0.0,5.8,446.34,18.0,First,Mobile App,Emergency,Southwest
P9130,24,Male,Low,Gold,Dissatisfied,1,0,0.0,4.0,392.6,18.0,Premium Economy,Desk,Leisure,American Airlines
P9131,56,Male,Medium,Silver,Satisfied,1,0,0.0,6.8,407.01,1.0,Business,Online,Leisure,JetBlue
P9132,76,Male,High,Silver,Neutral,1,0,0.0,6.1,364.15,0.0,Economy,Airport Kiosk,Leisure,United
P9133,31,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.5,312.87,4.0,Economy,Mobile App,Leisure,JetBlue
P9134,68,Male,Medium,Non-Member,Satisfied,1,0,0.0,6.7,370.29,17.0,Premium Economy,Airport Kiosk,Leisure,American Airlines
P9135,52,Female,Medium,Non-Member,Neutral,1,0,0.0,5.3,316.95,11.0,Premium Economy,Mobile App,Business,Delta
P9136,45,Male,Medium,Silver,Satisfied,1,0,0.0,7.2,312.98,2.0,First,Airport Kiosk,Family,United
P9137,41,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.8,218.62,3.0,First,Desk,Emergency,Southwest
P9138,79,Female,Medium,Silver,Satisfied,1,0,0.0,7.6,247.92,3.0,Premium Economy,Online,Family,United
P9139,63,Female,Medium,Silver,Highly Satisfied,1,0,0.0,10.0,515.86,35.0,Economy,Mobile App,Family,American Airlines
P914,41,Female,Medium,Non-Member,Neutral,1,0,0.0,6.4,275.26,1.0,Premium Economy,Desk,Family,Southwest
P9140,76,Male,Medium,Silver,Dissatisfied,1,0,0.0,3.4,414.59,3.0,Economy,Desk,Emergency,American Airlines
P9141,28,Female,Medium,Non-Member,Dissatisfied,1,0,0.0,4.7,202.95,0.0,Economy,Online,Emergency,Delta
P9142,19,Female,Low,Silver,Highly Satisfied,1,0,0.0,9.0,378.64,19.0,Economy,Desk,Family,United
P9143,21,Male,Medium,Platinum,Highly Satisfied,1,0,0.0,9.3,256.75,13.0,Economy,Airport Kiosk,Business,United
P9144,27,Female,Medium,Silver,Neutral,1,0,0.0,5.6,419.75,6.0,Economy,Online,Emergency,United
P9145,47,Male,Low,Gold,Dissatisfied,1,0,0.0,4.3,511.94,4.0,Economy,Airport Kiosk,Business,United
P9146,60,Male,High,Non-Member,Satisfied,1,0,0.0,7.0,416.22,18.0,Economy,Online,Leisure,JetBlue
P9147,65,Male,High,Silver,Highly Satisfied,1,0,0.0,9.4,359.93,3.0,Economy,Online,Leisure,United
P9148,22,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.7,436.81,2.0,Economy,Online,Emergency,American Airlines
P9149,55,Male,Medium,Non-Member,Neutral,1,0,0.0,5.8,545.72,15.0,Economy,Airport Kiosk,Business,United
P915,55,Female,Medium,Gold,Satisfied,1,0,0.0,7.4,299.27,1.0,Business,Airport Kiosk,Leisure,United
P9150,28,Male,Low,Non-Member,Neutral,1,0,0.0,6.0,386.44,5.0,Economy,Airport Kiosk,Emergency,United
P9151,36,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.2,323.19,23.0,Economy,Online,Leisure,JetBlue
P9152,57,Male,Medium,Non-Member,Satisfied,1,0,0.0,6.7,274.49,4.0,Economy,Airport Kiosk,Family,Delta
P9153,64,Female,Low,Platinum,Neutral,1,0,0.0,6.1,199.68,9.0,Economy,Desk,Leisure,American Airlines
P9154,69,Female,High,Non-Member,Neutral,1,0,0.0,5.4,299.91,17.0,Economy,Online,Leisure,Delta
P9155,54,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,9.4,450.91,22.0,Economy,Mobile App,Emergency,United
P9156,18,Female,High,Silver,Satisfied,1,0,0.0,7.1,308.55,2.0,Economy,Online,Leisure,Delta
P9157,51,Female,Medium,Silver,Highly Satisfied,1,0,0.0,10.0,279.99,4.0,Economy,Mobile App,Leisure,Southwest
P9158,56,Female,Low,Non-Member,Neutral,1,0,0.0,5.9,342.53,9.0,Economy,Airport Kiosk,Emergency,United
P9159,35,Female,Low,Non-Member,Neutral,1,0,0.0,5.9,540.91,8.0,Economy,Online,Emergency,American Airlines
P916,22,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.7,607.32,15.0,Economy,Desk,Family,United
P9160,22,Male,Low,Non-Member,Highly Satisfied,1,0,0.0,9.0,357.92,1.0,Premium Economy,Mobile App,Emergency,American Airlines
P9161,61,Male,Medium,Non-Member,Satisfied,1,0,0.0,6.5,287.61,1.0,Economy,Desk,Family,JetBlue
P9162,49,Male,High,Gold,Satisfied,1,0,0.0,7.1,336.1,2.0,Economy,Mobile App,Emergency,United
P9163,60,Female,Low,Silver,Dissatisfied,1,0,0.0,4.5,363.1,11.0,Economy,Airport Kiosk,Emergency,American Airlines
P9164,72,Female,Low,Gold,Neutral,1,0,0.0,6.2,301.59,13.0,Premium Economy,Airport Kiosk,Emergency,JetBlue
P9165,67,Female,High,Non-Member,Satisfied,1,0,0.0,6.6,333.42,28.0,Economy,Desk,Leisure,United
P9166,47,Male,High,Gold,Satisfied,1,0,0.0,7.6,487.67,13.0,Economy,Desk,Business,Delta
P9167,73,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.7,318.22,12.0,First,Online,Family,Southwest
P9168,21,Female,Medium,Silver,Neutral,1,0,0.0,6.2,351.56,16.0,Premium Economy,Mobile App,Emergency,Southwest
P9169,71,Male,Medium,Silver,Highly Satisfied,1,0,0.0,9.3,147.84,8.0,Economy,Online,Business,Southwest
P917,68,Female,High,Non-Member,Satisfied,1,0,0.0,6.9,312.79,7.0,Business,Desk,Emergency,Southwest
P9170,75,Female,Medium,Gold,Satisfied,1,0,0.0,7.1,408.45,3.0,Economy,Airport Kiosk,Leisure,Southwest
P9171,31,Male,Medium,Silver,Satisfied,1,0,0.0,6.5,461.98,1.0,Economy,Mobile App,Leisure,American Airlines
P9172,24,Male,Medium,Silver,Highly Satisfied,1,0,0.0,9.6,289.72,36.0,Economy,Online,Family,United
P9173,25,Male,Low,Platinum,Highly Satisfied,1,0,0.0,8.6,357.17,23.0,Business,Mobile App,Business,American Airlines
P9174,40,Male,Medium,Silver,Highly Satisfied,1,0,0.0,8.1,382.58,18.0,Economy,Mobile App,Business,American Airlines
P9175,42,Male,Medium,Non-Member,Satisfied,1,0,0.0,6.8,418.17,9.0,Economy,Airport Kiosk,Business,Delta
P9176,25,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.2,383.4,6.0,Economy,Online,Family,JetBlue
P9177,27,Female,Low,Non-Member,Dissatisfied,1,0,0.0,4.3,296.98,4.0,Premium Economy,Online,Family,United
P9178,25,Female,Medium,Silver,Highly Satisfied,1,0,0.0,8.6,383.32,21.0,Economy,Airport Kiosk,Family,Southwest
P9179,77,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.9,316.16,4.0,Economy,Desk,Leisure,Southwest
P918,79,Male,Low,Non-Member,Neutral,1,0,0.0,6.0,487.86,34.0,Economy,Mobile App,Emergency,United
P9180,73,Male,High,Silver,Satisfied,1,0,0.0,7.7,203.3,6.0,Business,Desk,Emergency,Delta
P9181,59,Female,Low,Non-Member,Satisfied,1,0,0.0,7.5,382.83,4.0,Economy,Airport Kiosk,Leisure,JetBlue
P9182,20,Male,High,Silver,Neutral,1,0,0.0,6.0,349.77,0.0,Premium Economy,Desk,Emergency,Southwest
P9183,55,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.7,418.83,13.0,Business,Mobile App,Leisure,Southwest
P9184,63,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.0,233.85,7.0,Economy,Mobile App,Family,United
P9185,68,Male,Medium,Non-Member,Neutral,1,0,0.0,5.3,174.2,1.0,Economy,Desk,Emergency,JetBlue
P9186,21,Female,Low,Silver,Neutral,1,0,0.0,5.5,309.05,12.0,First,Online,Business,Delta
P9187,69,Male,Low,Silver,Highly Satisfied,1,0,0.0,9.8,327.9,13.0,Economy,Mobile App,Business,United
P9188,73,Female,Medium,Gold,Dissatisfied,1,1,1.0,4.8,324.57,5.0,Economy,Desk,Leisure,United
P9189,22,Male,Low,Platinum,Satisfied,1,0,0.0,6.5,448.84,3.0,Economy,Mobile App,Business,Southwest
P919,57,Male,High,Non-Member,Highly Satisfied,1,0,0.0,8.7,373.2,1.0,Premium Economy,Mobile App,Leisure,JetBlue
P9190,63,Male,Low,Non-Member,Dissatisfied,1,0,0.0,4.6,186.62,36.0,Business,Desk,Leisure,American Airlines
P9191,79,Male,Low,Non-Member,Dissatisfied,1,0,0.0,2.8,385.13,10.0,Economy,Desk,Leisure,United
P9192,58,Male,Low,Platinum,Neutral,1,0,0.0,6.2,296.72,1.0,Economy,Mobile App,Business,United
P9193,60,Male,Medium,Gold,Highly Satisfied,1,0,0.0,9.4,407.08,8.0,Economy,Airport Kiosk,Business,Southwest
P9194,68,Female,Low,Non-Member,Satisfied,1,0,0.0,6.6,246.25,12.0,Economy,Desk,Family,JetBlue
P9195,55,Male,Medium,Non-Member,Neutral,1,0,0.0,6.0,227.2,6.0,Premium Economy,Airport Kiosk,Leisure,American Airlines
P9196,36,Female,High,Platinum,Satisfied,1,0,0.0,7.3,218.82,42.0,Economy,Airport Kiosk,Family,Delta
P9197,59,Female,High,Non-Member,Satisfied,1,0,0.0,6.9,362.8,2.0,Business,Mobile App,Family,Southwest
P9198,32,Female,Medium,Non-Member,Highly Satisfied,1,1,1.0,8.8,348.74,7.0,Economy,Airport Kiosk,Family,Southwest
P9199,70,Male,Medium,Silver,Neutral,1,0,0.0,6.0,369.74,4.0,Economy,Online,Business,American Airlines
P92,37,Female,Low,Gold,Satisfied,1,0,0.0,7.6,457.72,1.0,Economy,Mobile App,Business,Southwest
P920,78,Male,Medium,Non-Member,Neutral,1,0,0.0,5.8,354.61,7.0,Premium Economy,Desk,Business,Southwest
P9200,56,Female,Medium,Silver,Satisfied,1,1,1.0,7.1,427.77,10.0,Economy,Desk,Leisure,United
P9201,39,Male,Low,Non-Member,Satisfied,1,0,0.0,7.5,364.62,4.0,Premium Economy,Mobile App,Family,Southwest
P9202,49,Male,Low,Gold,Highly Satisfied,1,0,0.0,9.0,297.64,16.0,Economy,Airport Kiosk,Leisure,Delta
P9203,53,Female,High,Non-Member,Neutral,1,0,0.0,5.8,417.68,14.0,Premium Economy,Desk,Emergency,JetBlue
P9204,78,Male,Low,Non-Member,Satisfied,1,0,0.0,6.8,386.09,7.0,Economy,Online,Emergency,American Airlines
P9205,24,Male,Low,Silver,Satisfied,1,0,0.0,7.5,312.37,4.0,Economy,Airport Kiosk,Business,Delta
P9206,64,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,10.0,294.6,3.0,Economy,Online,Leisure,Southwest
P9207,60,Male,Low,Gold,Neutral,1,0,0.0,5.7,457.99,8.0,Economy,Online,Emergency,United
P9208,60,Female,High,Non-Member,Satisfied,1,1,1.0,6.6,443.45,14.0,Economy,Online,Family,JetBlue
P9209,27,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,9.5,311.6,2.0,Economy,Online,Family,United
P921,39,Female,High,Silver,Satisfied,1,0,0.0,6.8,359.12,1.0,Economy,Mobile App,Leisure,JetBlue
P9210,70,Male,Low,Non-Member,Neutral,1,0,0.0,5.3,404.81,7.0,Business,Airport Kiosk,Emergency,Southwest
P9211,79,Female,Medium,Non-Member,Neutral,1,0,0.0,6.4,386.94,3.0,Economy,Airport Kiosk,Leisure,Delta
P9212,67,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.5,229.6,5.0,Economy,Online,Business,Southwest
P9213,40,Male,Medium,Non-Member,Highly Satisfied,1,1,1.0,9.4,497.1,6.0,Premium Economy,Airport Kiosk,Emergency,American Airlines
P9214,55,Female,High,Silver,Neutral,1,0,0.0,6.1,325.82,6.0,Business,Online,Family,United
P9215,18,Male,Low,Non-Member,Highly Satisfied,1,0,0.0,8.9,273.74,5.0,Economy,Airport Kiosk,Business,American Airlines
P9216,35,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.1,423.86,15.0,Economy,Mobile App,Emergency,Delta
P9217,70,Female,Low,Non-Member,Neutral,1,0,0.0,6.2,292.08,4.0,Premium Economy,Airport Kiosk,Family,United
P9218,79,Female,Low,Platinum,Highly Satisfied,1,0,0.0,9.1,355.41,4.0,Premium Economy,Mobile App,Emergency,Southwest
P9219,31,Male,Low,Non-Member,Highly Satisfied,1,0,0.0,9.0,290.45,31.0,Economy,Desk,Emergency,Delta
P922,64,Male,Medium,Non-Member,Neutral,1,0,0.0,6.3,243.62,6.0,Economy,Airport Kiosk,Leisure,United
P9220,75,Female,Medium,Gold,Satisfied,1,0,0.0,6.8,266.79,13.0,Economy,Online,Leisure,JetBlue
P9221,31,Male,High,Silver,Satisfied,1,0,0.0,6.6,330.37,11.0,Economy,Online,Leisure,JetBlue
P9222,75,Male,Medium,Gold,Highly Satisfied,1,0,0.0,9.3,334.5,1.0,Business,Airport Kiosk,Family,JetBlue
P9223,77,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.4,291.63,2.0,Premium Economy,Desk,Leisure,United
P9224,27,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.2,375.41,8.0,Economy,Desk,Family,American Airlines
P9225,45,Female,Medium,Silver,Neutral,1,0,0.0,6.1,247.9,23.0,Economy,Mobile App,Leisure,Southwest
P9226,22,Male,High,Gold,Satisfied,1,0,0.0,7.6,248.83,5.0,Premium Economy,Airport Kiosk,Leisure,Delta
P9227,68,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.1,294.84,6.0,Economy,Mobile App,Business,JetBlue
P9228,55,Male,Medium,Non-Member,Neutral,1,0,0.0,5.8,465.24,22.0,Business,Desk,Emergency,American Airlines
P9229,65,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.8,251.79,5.0,Economy,Desk,Family,Delta
P923,33,Female,Low,Platinum,Satisfied,1,0,0.0,7.1,515.17,0.0,Economy,Desk,Business,United
P9230,78,Male,Medium,Silver,Satisfied,1,0,0.0,6.6,280.0,4.0,Economy,Desk,Emergency,JetBlue
P9231,53,Male,Low,Silver,Satisfied,1,0,0.0,7.7,300.43,9.0,Premium Economy,Desk,Emergency,United
P9232,75,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,9.8,309.8,8.0,Economy,Online,Business,Delta
P9233,68,Male,Medium,Non-Member,Satisfied,1,0,0.0,6.7,357.75,18.0,First,Online,Family,Delta
P9234,65,Male,Medium,Silver,Highly Satisfied,1,0,0.0,8.3,333.83,0.0,Economy,Desk,Business,Southwest
P9235,77,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.2,303.2,5.0,Economy,Desk,Business,United
P9236,49,Male,Medium,Platinum,Neutral,1,0,0.0,6.0,264.89,1.0,Business,Airport Kiosk,Family,Delta
P9237,24,Male,Low,Non-Member,Satisfied,1,0,0.0,7.3,350.14,5.0,Business,Desk,Emergency,American Airlines
P9238,67,Male,Medium,Silver,Neutral,1,0,0.0,5.9,394.56,6.0,Premium Economy,Mobile App,Family,Delta
P9239,43,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.7,315.31,9.0,Economy,Online,Emergency,Delta
P924,54,Female,Medium,Gold,Highly Satisfied,1,0,0.0,8.0,306.35,7.0,Economy,Airport Kiosk,Business,JetBlue
P9240,42,Male,High,Non-Member,Dissatisfied,1,0,0.0,4.0,333.86,3.0,Economy,Online,Business,Southwest
P9241,79,Female,Low,Gold,Neutral,1,0,0.0,5.2,37.45,26.0,Economy,Airport Kiosk,Emergency,Delta
P9242,61,Female,Low,Non-Member,Highly Satisfied,1,0,0.0,10.0,340.9,4.0,Premium Economy,Online,Emergency,American Airlines
P9243,46,Male,Low,Non-Member,Satisfied,1,0,0.0,6.5,410.24,1.0,Economy,Online,Business,Delta
P9244,23,Female,Medium,Platinum,Neutral,1,0,0.0,6.3,339.28,9.0,Economy,Online,Leisure,Southwest
P9245,46,Female,Low,Non-Member,Dissatisfied,1,0,0.0,3.9,470.02,1.0,Economy,Desk,Business,American Airlines
P9246,33,Male,Medium,Silver,Neutral,1,0,0.0,6.2,510.7,12.0,Economy,Airport Kiosk,Leisure,Delta
P9247,50,Male,Medium,Non-Member,Neutral,1,0,0.0,6.0,439.21,7.0,Economy,Airport Kiosk,Business,United
P9248,34,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.7,327.2,3.0,Economy,Mobile App,Emergency,American Airlines
P9249,44,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.8,381.69,32.0,Economy,Mobile App,Family,Southwest
P925,75,Female,Medium,Gold,Satisfied,1,0,0.0,6.6,393.62,14.0,Economy,Mobile App,Business,Delta
P9250,67,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.1,471.14,7.0,Economy,Mobile App,Business,Delta
P9251,44,Male,High,Silver,Highly Satisfied,1,0,0.0,9.0,357.0,33.0,Economy,Mobile App,Leisure,JetBlue
P9252,25,Male,Medium,Silver,Highly Satisfied,1,0,0.0,9.0,391.11,0.0,Economy,Desk,Family,United
P9253,36,Male,Low,Non-Member,Neutral,1,0,0.0,6.3,168.35,3.0,Economy,Online,Family,American Airlines
P9254,20,Female,High,Non-Member,Satisfied,1,0,0.0,7.5,399.93,51.0,Economy,Online,Family,Southwest
P9255,65,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,9.2,566.31,1.0,Economy,Airport Kiosk,Emergency,United
P9256,44,Male,High,Gold,Highly Satisfied,1,0,0.0,9.1,371.26,7.0,Economy,Mobile App,Business,JetBlue
P9257,20,Female,Medium,Gold,Highly Satisfied,1,0,0.0,8.8,328.33,15.0,First,Desk,Leisure,JetBlue
P9258,42,Female,High,Non-Member,Satisfied,1,0,0.0,6.7,350.89,16.0,Economy,Mobile App,Leisure,Delta
P9259,49,Female,Low,Silver,Dissatisfied,1,0,0.0,3.5,260.47,5.0,Economy,Airport Kiosk,Emergency,American Airlines
P926,65,Female,Medium,Gold,Dissatisfied,1,0,0.0,4.8,365.8,19.0,Economy,Mobile App,Leisure,Southwest
P9260,44,Female,Low,Gold,Satisfied,1,0,0.0,7.1,307.73,32.0,Economy,Airport Kiosk,Emergency,United
P9261,31,Female,Medium,Platinum,Highly Satisfied,1,1,1.0,8.3,201.86,9.0,Economy,Mobile App,Family,Delta
P9262,26,Male,Medium,Non-Member,Dissatisfied,1,0,0.0,4.9,316.02,13.0,Economy,Online,Leisure,JetBlue
P9263,47,Male,High,Non-Member,Satisfied,1,0,0.0,7.7,403.96,0.0,Economy,Airport Kiosk,Leisure,United
P9264,30,Male,High,Silver,Highly Satisfied,1,1,1.0,8.2,410.45,4.0,Economy,Desk,Family,JetBlue
P9265,68,Male,Low,Silver,Satisfied,1,0,0.0,6.6,179.07,12.0,Economy,Airport Kiosk,Leisure,Delta
P9266,37,Female,Medium,Non-Member,Neutral,1,0,0.0,5.1,481.92,40.0,Business,Desk,Family,Delta
P9267,78,Male,High,Non-Member,Dissatisfied,1,0,0.0,2.9,334.82,1.0,Business,Online,Family,American Airlines
P9268,34,Female,Low,Gold,Dissatisfied,1,0,0.0,4.0,367.13,3.0,Economy,Airport Kiosk,Emergency,United
P9269,48,Female,Low,Gold,Satisfied,1,0,0.0,7.2,326.59,0.0,Business,Desk,Leisure,Delta
P927,48,Male,Low,Silver,Dissatisfied,1,0,0.0,3.8,312.91,8.0,Economy,Online,Leisure,Southwest
P9270,42,Female,Low,Silver,Neutral,1,0,0.0,5.6,463.05,3.0,Economy,Desk,Emergency,American Airlines
P9271,53,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.8,394.67,15.0,Economy,Airport Kiosk,Leisure,Delta
P9272,46,Male,Medium,Silver,Neutral,1,0,0.0,6.3,467.3,17.0,Economy,Mobile App,Business,JetBlue
P9273,53,Female,High,Gold,Neutral,1,0,0.0,6.1,477.53,36.0,Premium Economy,Airport Kiosk,Leisure,American Airlines
P9274,27,Female,Medium,Silver,Neutral,1,0,0.0,6.2,275.7,24.0,Economy,Desk,Leisure,American Airlines
P9275,28,Male,High,Gold,Neutral,1,0,0.0,6.3,301.46,3.0,Economy,Mobile App,Business,American Airlines
P9276,37,Male,High,Silver,Satisfied,1,0,0.0,6.8,319.01,20.0,Economy,Online,Business,JetBlue
P9277,66,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.1,557.6,4.0,Business,Online,Family,JetBlue
P9278,21,Female,Medium,Platinum,Neutral,1,0,0.0,6.1,347.67,10.0,Premium Economy,Airport Kiosk,Business,Delta
P9279,58,Male,Medium,Silver,Highly Satisfied,1,0,0.0,8.0,314.12,6.0,Economy,Online,Business,Southwest
P928,35,Male,Medium,Silver,Satisfied,1,0,0.0,7.6,379.76,6.0,Economy,Desk,Leisure,Southwest
P9280,21,Male,Low,Non-Member,Neutral,1,0,0.0,5.1,177.96,23.0,Business,Airport Kiosk,Emergency,American Airlines
P9281,73,Male,Medium,Non-Member,Satisfied,1,0,0.0,6.8,328.59,0.0,Economy,Mobile App,Family,Delta
P9282,34,Female,Medium,Silver,Satisfied,1,0,0.0,6.7,307.27,20.0,Economy,Airport Kiosk,Family,JetBlue
P9283,68,Male,Medium,Gold,Highly Satisfied,1,1,1.0,8.5,491.59,1.0,First,Desk,Leisure,United
P9284,30,Female,Low,Non-Member,Highly Satisfied,1,0,0.0,8.4,445.86,14.0,Economy,Airport Kiosk,Family,JetBlue
P9285,27,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.9,483.26,11.0,Economy,Online,Business,American Airlines
P9286,65,Female,Low,Silver,Satisfied,1,0,0.0,6.9,407.6,11.0,Economy,Mobile App,Emergency,United
P9287,43,Male,Medium,Silver,Satisfied,1,0,0.0,7.9,433.5,5.0,Premium Economy,Airport Kiosk,Leisure,United
P9288,57,Male,Medium,Non-Member,Neutral,1,0,0.0,5.8,436.93,13.0,Economy,Airport Kiosk,Family,United
P9289,69,Female,Medium,Gold,Highly Satisfied,1,0,0.0,8.6,571.16,2.0,Business,Airport Kiosk,Family,Southwest
P929,38,Male,Medium,Platinum,Neutral,1,1,1.0,5.9,476.94,9.0,Economy,Mobile App,Business,United
P9290,52,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.6,520.66,14.0,First,Online,Family,JetBlue
P9291,56,Female,Low,Non-Member,Highly Satisfied,1,0,0.0,8.5,368.0,3.0,Economy,Mobile App,Family,JetBlue
P9292,25,Male,High,Non-Member,Highly Satisfied,1,1,1.0,10.0,387.47,3.0,Business,Mobile App,Family,Southwest
P9293,79,Male,High,Non-Member,Highly Satisfied,1,0,0.0,9.7,224.05,0.0,Premium Economy,Mobile App,Emergency,JetBlue
